SEVERITYCODE,X,Y,OBJECTID,INCKEY,COLDETKEY,REPORTNO,STATUS,ADDRTYPE,INTKEY,LOCATION,EXCEPTRSNCODE,EXCEPTRSNDESC,SEVERITYCODE,SEVERITYDESC,COLLISIONTYPE,PERSONCOUNT,PEDCOUNT,PEDCYLCOUNT,VEHCOUNT,INCDATE,INCDTTM,JUNCTIONTYPE,SDOT_COLCODE,SDOT_COLDESC,INATTENTIONIND,UNDERINFL,WEATHER,ROADCOND,LIGHTCOND,PEDROWNOTGRNT,SDOTCOLNUM,SPEEDING,ST_COLCODE,ST_COLDESC,SEGLANEKEY,CROSSWALKKEY,HITPARKEDCAR
2,-122.3731285,47.68324646,588,1100,1100,3507854,Matched,Block,,NW 75TH ST BETWEEN 13TH AVE NW AND 14TH E AVE NW, ,,2,Injury Collision,Parked Car,7,0,0,3,2013/03/28 00:00:00+00,3/28/2013 15:18,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Daylight,,,,32,One parked--one moving,0,0,N
1,-122.3629314,47.55635573,589,1289,1289,3547125,Matched,Block,,DELRIDGE WAY SW BETWEEN SW HUDSON ST AND PUGET BLVD SW, ,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2013/03/30 00:00:00+00,3/30/2013 15:53,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Daylight,,,,32,One parked--one moving,0,0,N
1,-122.2759887,47.54602662,590,330809,332309,EA29628,Matched,Intersection,33547,RAINIER AVE S AND S GRAHAM ST, ,,1,Property Damage Only Collision,Rear Ended,2,0,0,2,2020/04/17 00:00:00+00,4/17/2020 11:25,At Intersection (intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Clear,Dry,Daylight,,,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
1,-122.3787714,47.56306807,591,83100,83100,2896668,Matched,Block,,37TH AVE SW BETWEEN FAUNTLEROY WAY SW AND SW OREGON ST,,,1,Property Damage Only Collision,Rear Ended,2,0,0,2,2008/07/08 00:00:00+00,7/8/2008,Mid-Block (but intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",Y,0,Clear,Dry,Daylight,,8190012,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
1,-122.3869132,47.55645627,592,65600,65600,2798179,Matched,Intersection,32779,CALIFORNIA AVE SW AND SW DAWSON N ST,,,1,Property Damage Only Collision,Angles,2,0,0,2,2007/04/17 00:00:00+00,4/17/2007 11:19,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Daylight,,7107009,,10,Entering at angle,0,0,N
2,-122.37678,47.68323792,593,1330,1330,3507641,Matched,Intersection,23895,15TH AVE NW AND NW 75TH ST, ,,2,Injury Collision,Left Turn,3,0,0,2,2013/03/27 00:00:00+00,3/27/2013 16:41,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",Y,N,Raining,Wet,Daylight,,,,28,From opposite direction - one left turn - one straight,0,0,N
1,-122.3553277,47.67600193,594,230000,230400,3762851,Matched,Intersection,24362,GREENWOOD AVE N AND N 65TH ST, ,,1,Property Damage Only Collision,Angles,4,0,0,2,2016/10/27 00:00:00+00,10/27/2016 21:25,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Raining,Wet,Dark - Street Lights On,,,,10,Entering at angle,0,0,N
2,-122.3383948,47.51969942,595,52500,52500,2127679,Matched,Intersection,34976,3RD AVE SW AND OLSON PL SW,,,2,Injury Collision,Left Turn,2,0,0,2,2006/04/08 00:00:00+00,4/8/2006,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Raining,Wet,Daylight,,6098052,,28,From opposite direction - one left turn - one straight,0,0,N
2,-122.3445693,47.6945466,597,1142,1142,3507856,Matched,Block,,AURORA AVE N BETWEEN N 90TH ST AND N 91ST ST, ,,2,Injury Collision,Rear Ended,5,0,0,3,2013/03/29 00:00:00+00,3/29/2013 14:47,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Clear,Dry,Daylight,,,,13,From same direction - both going straight - both moving - rear-end,0,0,N
1,-122.2713028,47.53980164,598,19200,19200,1772921,Matched,Block,,S FRONTENAC ST BETWEEN DEAD END 3 AND RAINIER AVE S,,,1,Property Damage Only Collision,Other,6,0,0,2,2004/07/24 00:00:00+00,7/24/2004 11:55,Driveway Junction,11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Daylight,,4206004,,22,One car leaving driveway access,0,0,N
1,-122.3055394,47.58807595,599,320941,322441,E926430,Matched,Block,,RAINIER AVE S BETWEEN S MASSACHUSETTS ST AND S STATE ST, ,,1,Property Damage Only Collision,Sideswipe,2,0,0,2,2019/04/27 00:00:00+00,4/27/2019 3:12,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Dark - Street Lights On,,,,11,From same direction - both going straight - both moving - sideswipe,0,0,N
1,-122.3016158,47.70454438,600,113400,113400,3376504,Matched,Intersection,37612,24TH AVE NE AND LAKE CITY WAY NE,,,1,Property Damage Only Collision,Rear Ended,3,0,0,2,2010/03/16 00:00:00+00,3/16/2010 16:07,At Intersection (intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Clear,Dry,Daylight,,10075011,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
2,-122.3046141,47.64639608,601,320916,322416,E925381,Matched,Intersection,28383,MONTLAKE BLVD E AND E SHELBY ST, ,,2,Injury Collision,Pedestrian,2,1,0,1,2019/04/29 00:00:00+00,4/29/2019 17:56,At Intersection (intersection related),24,MOTOR VEHCILE STRUCK PEDESTRIAN,,N,Clear,Dry,Daylight,Y,,,2,Vehicle turning left hits pedestrian,0,0,N
2,-122.2808036,47.5261038,602,63900,63900,2615889,Matched,Intersection,35256,42ND AVE S AND S CLOVERDALE ST,,,2,Injury Collision,Angles,8,0,0,2,2006/08/24 00:00:00+00,8/24/2006 12:52,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Daylight,,6236024,,10,Entering at angle,0,0,N
2,-122.3448961,47.7171731,603,1308,1308,3503142,Matched,Block,,AURORA AVE N BETWEEN N 117TH PL AND N 125TH ST, ,,2,Injury Collision,Sideswipe,2,0,0,2,2013/04/01 00:00:00+00,4/1/2013 10:45,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Overcast,Dry,Daylight,,,,12,From same direction - both going straight - one stopped - sideswipe,0,0,N
1,-122.3127188,47.65534696,604,58300,58300,2185193,Matched,Block,,NE 40TH ST BETWEEN UNIVERSITY WAY NE AND 15TH AVE NE,,,1,Property Damage Only Collision,Angles,3,0,0,2,2006/02/14 00:00:00+00,2/14/2006 13:46,Mid-Block (but intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Daylight,,6045034,Y,10,Entering at angle,0,0,N
2,-122.3232392,47.5470245,605,330973,332473,EA29624,Unmatched,Block,,S MICHIGAN ST BETWEEN 7TH AVE S AND CORSON AVE S, ,,2,Injury Collision,,2,0,0,0,2020/04/14 00:00:00+00,4/14/2020,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,,,,,,,, ,,0,0,N
1,-122.3002473,47.58690464,606,48700,48700,2610984,Matched,Intersection,31416,25TH AVE S AND S GRAND ST,,,1,Property Damage Only Collision,Angles,2,0,0,2,2006/10/31 00:00:00+00,10/31/2006 8:22,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Daylight,,6304001,,10,Entering at angle,0,0,N
1,-122.2913648,47.71731678,607,36600,36600,C655928,Matched,Intersection,36608,35TH AVE NE AND NE 123RD ST,,,1,Property Damage Only Collision,Angles,2,0,0,2,2005/09/08 00:00:00+00,9/8/2005,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Daylight,,5251046,,10,Entering at angle,0,0,N
2,-122.3422834,47.63369315,608,1355,1355,3546508,Matched,Block,,DEXTER AVE N BETWEEN GARFIELD N ST AND HAYES ST, ,,2,Injury Collision,Cycles,2,0,1,1,2013/04/02 00:00:00+00,4/2/2013 8:59,Mid-Block (not related to intersection),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear,Dry,Daylight,Y,,,45,Vehicle - Pedalcyclist,12978,0,N
1,-122.2790134,47.52611725,609,112400,112400,3279823,Matched,Intersection,487284,M L KING JR ER WAY S AND S CLOVERDALE ST, ,,1,Property Damage Only Collision,Pedestrian,3,1,0,1,2010/04/23 00:00:00+00,4/23/2010 20:20,At Intersection (intersection related),24,MOTOR VEHCILE STRUCK PEDESTRIAN,,Y,Raining,Wet,Dark - Street Lights On,,10113002,,0,Vehicle going straight hits pedestrian,0,523594,N
1,,,610,19800,19800,1060128,Matched,Block,,ALASKAN WY VI NB BETWEEN S ROYAL BROUGHAM WAY ON RP AND SENECA ST OFF RP,,,1,Property Damage Only Collision,Other,1,0,0,1,2004/12/23 00:00:00+00,12/23/2004 0:20,Mid-Block (not related to intersection),28,MOTOR VEHICLE RAN OFF ROAD - HIT FIXED OBJECT,,1,Clear,Dry,Dark - Street Lights On,,4358043,,50,Fixed object,0,0,N
2,-122.2696111,47.51684873,611,320892,322392,E921919,Matched,Intersection,35484,RENTON AVE S AND S ROXBURY ST, ,,2,Injury Collision,Angles,2,0,0,2,2019/04/19 00:00:00+00,4/19/2019 18:21,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Raining,Wet,Daylight,,,,10,Entering at angle,0,0,N
1,-122.3342135,47.607515,612,330876,332376,3852027,Matched,Intersection,29932,4TH AVE AND SENECA ST, ,,1,Property Damage Only Collision,Left Turn,2,0,0,2,2020/04/17 00:00:00+00,4/17/2020 15:44,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Daylight,,,,15,From same direction - one left turn - one straight,0,0,N
1,-122.3175918,47.58843651,613,45400,45400,1791522,Matched,Block,,S MASSACHUSETTS ST BETWEEN DEAD END AND 12TH AVE S,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2005/04/25 00:00:00+00,4/25/2005 6:00,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Dark - No Street Lights,,5115021,,32,One parked--one moving,0,0,N
1,-122.3539519,47.68983661,614,1058,1058,2906692,Matched,Block,,N 84TH ST BETWEEN GREENWOOD AVE N AND DAYTON AVE N, ,,1,Property Damage Only Collision,Rear Ended,3,0,0,2,2013/03/25 00:00:00+00,3/25/2013 18:46,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,Y,Clear,Dry,Daylight,,,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
2,-122.3596188,47.52286218,616,330935,332435,3856434,Unmatched,Block,,SW HENDERSON ST BETWEEN 20TH AVE SW AND DELRIDGE WAY SW, ,,2,Injury Collision,,2,0,0,0,2020/04/22 00:00:00+00,4/22/2020,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,,,,,,,, ,,0,0,N
1,-122.321392,47.58730868,617,68800,68800,2616601,Matched,Block,,AIRPORT WAY S BETWEEN S MASSACHUSETTS ST AND S HOLGATE N ST,,,1,Property Damage Only Collision,Sideswipe,2,0,0,2,2007/06/20 00:00:00+00,6/20/2007 16:02,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Daylight,,7171041,,11,From same direction - both going straight - both moving - sideswipe,0,0,N
1,-122.3173637,47.66971449,618,23700,23700,1778645,Matched,Block,,ROOSEVELT WAY NE BETWEEN NE 56TH ST AND NE 57TH ST,,,1,Property Damage Only Collision,Left Turn,3,0,0,2,2004/06/03 00:00:00+00,6/3/2004,Mid-Block (but intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Daylight,,4155004,,15,From same direction - one left turn - one straight,0,0,N
1,-122.3121933,47.68850816,619,55900,55900,1080120,Matched,Intersection,24386,15TH AVE NE AND NE 82ND ST,,,1,Property Damage Only Collision,Angles,2,0,0,2,2006/01/31 00:00:00+00,1/31/2006 17:55,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",Y,0,Raining,Wet,Dark - Street Lights On,,6031018,,10,Entering at angle,0,0,N
1,-122.321392,47.58730868,620,82500,82500,3282441,Matched,Block,,AIRPORT WAY S BETWEEN S MASSACHUSETTS ST AND S HOLGATE N ST,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2008/12/03 00:00:00+00,12/3/2008,Mid-Block (not related to intersection),16,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE SIDESWIPE",,0,Overcast,Dry,Daylight,,8338014,,32,One parked--one moving,0,0,N
1,-122.2741064,47.66750031,621,330977,332477,EA30950,Matched,Block,,50TH AVE NE BETWEEN NE 52ND ST AND SAND POINT WAY NE, ,,1,Property Damage Only Collision,Other,1,0,0,1,2020/04/27 00:00:00+00,4/27/2020 5:28,Mid-Block (not related to intersection),26,MOTOR VEHICLE STRUCK OBJECT IN ROAD,,N,Clear,Dry,Dawn,,,,50,Fixed object,0,0,N
2,-122.3055394,47.58807595,622,52800,52800,2279740,Matched,Block,,RAINIER AVE S BETWEEN S MASSACHUSETTS ST AND S STATE ST,,,2,Injury Collision,Rear Ended,2,0,0,2,2006/02/11 00:00:00+00,2/11/2006 13:00,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Clear,Dry,Daylight,,6042040,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
1,-122.3492866,47.66500286,623,26400,26400,1080138,Matched,Block,,N 50 UPPER ST BETWEEN FREMONT AVE N AND LINDEN AVE N,,,1,Property Damage Only Collision,Other,1,0,0,1,2004/09/17 00:00:00+00,9/17/2004 17:14,Mid-Block (but intersection related),26,MOTOR VEHICLE STRUCK OBJECT IN ROAD,,0,Overcast,Dry,Daylight,,4261008,,50,Fixed object,0,0,N
2,-122.3427167,47.57125623,624,1373,1373,2793099,Matched,Block,,SPOKANE ST - W SEA B RP BETWEEN S SPOKANE ST AND SPOKANE ST - ALASKAN RP, ,,2,Injury Collision,Rear Ended,3,0,0,3,2013/04/03 00:00:00+00,4/3/2013 16:05,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Clear,Dry,Daylight,,,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
1,-122.344724,47.70686822,625,83500,83500,2904792,Matched,Intersection,36351,AURORA AVE N AND N 107TH N ST,,,1,Property Damage Only Collision,Angles,2,0,0,2,2008/06/11 00:00:00+00,6/11/2008 18:11,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Overcast,Dry,Daylight,,8163025,,10,Entering at angle,0,0,N
1,-122.314703,47.58242809,627,320921,322421,3581305,Matched,Block,,14TH AVE S BETWEEN S COLLEGE ST AND BEACON AVE S, ,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2019/06/26 00:00:00+00,6/26/2019 14:30,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",Y,N,Clear,Dry,Daylight,,,,19,One car entering parked position,0,0,N
2,-122.4001884,47.57908544,628,330920,332420,3856337,Matched,Intersection,30939,SW ADMIRAL WAY AND SW LANDER W ST, ,,2,Injury Collision,Head On,3,0,0,2,2020/04/16 00:00:00+00,4/16/2020 19:27,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Daylight,,,,24,From opposite direction - both moving - head-on,0,0,N
1,-122.3614049,47.70206353,629,46200,46200,1791736,Matched,Block,,HOLMAN RD NW BETWEEN 4TH AVE NW AND 3RD AVE NW,,,1,Property Damage Only Collision,Rear Ended,2,0,0,2,2005/04/11 00:00:00+00,4/11/2005 18:31,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",Y,0,Raining,Wet,Dusk,,5101020,,13,From same direction - both going straight - both moving - rear-end,0,0,N
1,-122.3448961,47.7171731,630,1053,1053,3501458,Matched,Block,,AURORA AVE N BETWEEN N 117TH PL AND N 125TH ST, ,,1,Property Damage Only Collision,Left Turn,2,0,0,2,2013/03/26 00:00:00+00,3/26/2013 16:41,Driveway Junction,11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",Y,N,Clear,Dry,Daylight,,,,28,From opposite direction - one left turn - one straight,0,0,N
2,-122.3169436,47.71944189,631,1296,1296,3501951,Matched,Block,,NE 125TH ST BETWEEN NE 125TH SR W ST AND 11TH AVE NE, ,,2,Injury Collision,Rear Ended,2,0,0,2,2013/03/27 00:00:00+00,3/27/2013 21:26,Mid-Block (but intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",Y,N,Overcast,Dry,Dark - Street Lights On,,,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
1,-122.347373,47.52464831,632,60100,60100,2018585,Matched,Block,,SW TRENTON ST BETWEEN 9TH AVE SW AND 10TH AVE SW,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2006/06/22 00:00:00+00,6/22/2006 18:54,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Daylight,,6173029,,19,One car entering parked position,0,0,N
2,-122.3218772,47.60576977,633,330967,332467,EA30722,Matched,Intersection,29817,BOREN AVE AND JEFFERSON ST, ,,2,Injury Collision,Left Turn,3,0,0,2,2020/04/26 00:00:00+00,4/26/2020 15:20,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Overcast,Dry,Daylight,,,,28,From opposite direction - one left turn - one straight,0,0,N
1,-122.3415411,47.61278151,634,49700,49700,C673019,Matched,Block,,3RD AVE BETWEEN VIRGINIA ST AND LENORA ST,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2006/08/19 00:00:00+00,8/19/2006 20:30,Mid-Block (not related to intersection),13,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE AT ANGLE",,0,Clear,Dry,Dusk,,6231045,,32,One parked--one moving,0,0,N
2,-122.348589,47.6527275,635,37400,37400,2061208,Matched,Intersection,27018,FREMONT WAY N AND N 38TH ST,,,2,Injury Collision,Rear Ended,2,0,0,2,2005/08/26 00:00:00+00,8/26/2005 7:23,At Intersection (intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",Y,0,Clear,Dry,Daylight,,5238014,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
1,-122.3006452,47.67396072,636,24800,24800,1476138,Matched,Block,,25TH AVE NE BETWEEN NE 60TH ST AND NE 65TH ST,,,1,Property Damage Only Collision,Rear Ended,4,0,0,2,2004/05/07 00:00:00+00,5/7/2004,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",Y,0,Raining,Wet,Daylight,,4128023,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
1,-122.3228558,47.67979988,637,56700,56700,2608242,Matched,Block,,5TH AVE NE BETWEEN WEEDIN PL NE AND NE 71ST ST,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2006/11/15 00:00:00+00,11/15/2006 20:30,Mid-Block (not related to intersection),13,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE AT ANGLE",,0,Raining,Wet,Dark - Street Lights On,,6319054,,32,One parked--one moving,0,0,N
1,-122.3695673,47.5716099,638,320857,322357,E919887,Matched,Block,,SW ADMIRAL NR WAY BETWEEN SW SPOKANE NR ST AND ADMIRAL AVALON RP, ,,1,Property Damage Only Collision,Other,1,0,0,1,2019/05/08 00:00:00+00,5/8/2019 10:26,Mid-Block (not related to intersection),26,MOTOR VEHICLE STRUCK OBJECT IN ROAD,,N,Clear,Dry,Daylight,,,,50,Fixed object,0,0,N
1,-122.3324513,47.60726631,639,1217,1217,3581527,Matched,Intersection,29933,5TH AVE AND SPRING ST, ,,1,Property Damage Only Collision,Angles,5,0,0,2,2013/03/30 00:00:00+00,3/30/2013 13:50,At Intersection (intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Clear,Dry,Daylight,,,,10,Entering at angle,0,0,N
1,-122.3267465,47.56760615,640,330836,332336,EA29931,Unmatched,Block,,6TH AVE S BETWEEN S ANDOVER ST AND S DAKOTA ST, ,,1,Property Damage Only Collision,,2,0,0,0,2020/04/16 00:00:00+00,4/16/2020,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,,,,,,,, ,,0,0,Y
1,-122.331429,47.61794165,641,44200,44200,1792972,Matched,Block,,STEWART ST BETWEEN MINOR AVE AND YALE AVE,,,1,Property Damage Only Collision,Cycles,2,0,1,1,2005/08/03 00:00:00+00,8/3/2005,Driveway Junction,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,0,Clear,Dry,Daylight,,5215009,,45,Vehicle - Pedalcyclist,0,0,N
1,-122.2878823,47.52788512,643,1230,1230,3672355,Matched,Block,,S THISTLE ST BETWEEN BEACON WR S AVE S AND BEACON ER AVE S, ,,1,Property Damage Only Collision,Angles,2,0,0,2,2013/03/30 00:00:00+00,3/30/2013 10:57,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Daylight,,,,10,Entering at angle,0,0,N
1,-122.3213978,47.57980781,644,1173,1173,3672285,Matched,Intersection,31299,AIRPORT WAY S AND S LANDER N ST, ,,1,Property Damage Only Collision,Pedestrian,3,2,0,1,2013/03/26 00:00:00+00,3/26/2013 9:00,At Intersection (intersection related),24,MOTOR VEHCILE STRUCK PEDESTRIAN,,N,Clear,Dry,Daylight,Y,,,2,Vehicle turning left hits pedestrian,0,522160,N
2,-122.2807928,47.53153737,645,1285,1285,3672326,Matched,Intersection,34501,M L KING JR WR WAY S AND S KENYON ST, ,,2,Injury Collision,Other,2,0,0,2,2013/04/01 00:00:00+00,4/1/2013 18:33,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Daylight,,,,40,Railway Vehicle Strikes Vehicle,0,0,N
2,-122.2764471,47.67940532,646,330827,332327,3838085,Unmatched,Block,,NE 70TH ST BETWEEN 48TH AVE NE AND 49TH W AVE NE, ,,2,Injury Collision,,1,0,0,0,2020/04/18 00:00:00+00,4/18/2020,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,,,,,,,, ,,0,0,N
2,-122.3018648,47.71931617,647,111000,111000,3374628,Matched,Intersection,36606,25TH AVE NE AND NE 125TH ST,,,2,Injury Collision,Left Turn,3,0,0,2,2010/07/09 00:00:00+00,7/9/2010 19:07,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Daylight,,10190020,,28,From opposite direction - one left turn - one straight,0,0,N
1,-122.3226973,47.71222828,648,66000,66000,2799476,Matched,Block,,NE 115TH ST BETWEEN 5TH AVE NE AND 7TH AVE NE,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2007/07/10 00:00:00+00,7/10/2007 17:19,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Clear,Dry,Daylight,,7191029,,32,One parked--one moving,0,0,N
1,-122.3371873,47.60528418,649,1325,1325,3581604,Matched,Block,,SPRING ST BETWEEN POST AVE AND 1ST AVE, ,,1,Property Damage Only Collision,Other,2,0,0,2,2013/04/02 00:00:00+00,4/2/2013 17:33,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Clear,Dry,Daylight,,,,23,From same direction - all others,0,0,N
1,-122.3024305,47.60391573,651,52100,52100,1796443,Matched,Block,,23RD AVE BETWEEN E SPRUCE ST AND E ALDER ST,,,1,Property Damage Only Collision,Rear Ended,4,0,0,3,2006/05/11 00:00:00+00,5/11/2006 18:23,Mid-Block (but intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Clear,Dry,Daylight,,6131015,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
2,-122.3422384,47.51728497,652,39400,39400,2024652,Matched,Block,,SW ROXBURY ST BETWEEN 5TH AVE SW AND 6TH AVE SW,,,2,Injury Collision,Rear Ended,2,0,0,2,2005/08/08 00:00:00+00,8/8/2005,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Clear,Dry,Daylight,,5220016,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
1,-122.3309036,47.55865039,653,1108,1108,3467706,Matched,Intersection,33141,3RD AVE S AND DENVER AVE S, ,,1,Property Damage Only Collision,Other,1,0,0,1,2013/03/28 00:00:00+00,3/28/2013 14:55,At Intersection (intersection related),28,MOTOR VEHICLE RAN OFF ROAD - HIT FIXED OBJECT,,N,Clear,Dry,Daylight,,,,50,Fixed object,0,0,N
2,-122.2980598,47.63717924,654,18200,18200,1217160,Matched,Block,,LAKE WASHINGTON BLVD E BETWEEN BOYER AVE E AND E FOSTER ISLAND RD,,,2,Injury Collision,Head On,3,0,0,2,2004/08/06 00:00:00+00,8/6/2004,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Raining,Wet,Daylight,,4219023,,30,From opposite direction - all others,0,0,N
1,-122.346264,47.62489261,655,320938,322438,3746496,Matched,Block,,TAYLOR AVE N BETWEEN MERCER ST AND ROY ST, ,,1,Property Damage Only Collision,Rear Ended,4,0,0,3,2019/06/30 00:00:00+00,6/30/2019 9:24,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Clear,Dry,Daylight,,,,13,From same direction - both going straight - both moving - rear-end,0,0,N
1,-122.3378135,47.69320804,656,70800,70800,2625136,Matched,Block,,DENSMORE AVE N BETWEEN N 88TH ST AND N 90TH ST,,,1,Property Damage Only Collision,Other,1,0,0,1,2007/02/20 00:00:00+00,2/20/2007 1:49,Driveway Junction,28,MOTOR VEHICLE RAN OFF ROAD - HIT FIXED OBJECT,,1,Raining,Wet,Dark - Street Lights On,,7051009,,50,Fixed object,0,0,N
